Date,Weekday,Full_Market,Specialty_Market,Fake4
2018-04-20,Friday,0.025851692975971,1.15012508490146,2.45107195860186
2018-04-21,Saturday,-0.507404166067187,0.010427764061601,2.02053538101264
2018-04-22,Sunday,-0.61097882358467,-0.590370853353697,-0.323497096973116
2018-04-23,Monday,0.31328445295919,0.758448295297054,-0.036472711913635
2018-04-24,Tuesday,1.34184306219998,0.945542449058353,0.856492041604749
2018-04-25,Wednesday,1.27401401614954,0.273754431430129,0.091093681446134
2018-04-26,Thursday,1.40434604824084,1.09116917396874,0.984058434964518
2018-04-27,Friday,0.855793071191828,0.661509194572263,1.62189040176336
2018-04-28,Saturday,-0.467483280599839,-0.157839867347756,1.44648661089368
2018-04-29,Sunday,-0.607282212638059,-0.620017245582167,0.075147882276163
2018-04-30,Monday,0.35488893177592,0.445203015343088,-0.052418511083607
2018-05-01,Tuesday,1.01228992914523,1.10366749737356,1.09567902915432
2018-05-02,Wednesday,1.43645006076329,1.23368985339034,1.01595003330446
2018-05-03,Thursday,1.07316542365672,1.32224324269045,1.82918579097299
2018-05-04,Friday,0.799304983767802,1.11103758450924,1.17540802500417
2018-05-05,Saturday,-0.015714816290439,-0.04535725038488,1.74945679512313
2018-05-06,Sunday,-0.318887837989746,-0.624888529908857,0.250551673145845
2018-05-07,Monday,1.14478752792222,0.842659749051148,0.362172267335643
2018-05-08,Tuesday,1.50892116069241,1.26755371803622,1.54216140591351
2018-05-09,Wednesday,1.21010781097659,1.2596650236875,1.65378200010331
2018-05-10,Thursday,0.386285036067506,1.12786318286021,1.60594460259339
2018-05-11,Friday,0.776219552517884,1.09603582191229,1.60594460259339
2018-05-12,Saturday,-0.374855457749397,-0.681752382863585,0.617305054055182
2018-05-13,Sunday,-0.607000304468472,-1.31135680876214,-1.3280824446813
2018-05-14,Monday,0.597673167449519,0.65695549471644,0.45784706235547
2018-05-15,Tuesday,0.638802487477164,0.868665038016885,0.712979849075009
2018-05-16,Wednesday,2.04947771967694,0.430164269923456,0.744871447414951
2018-05-17,Thursday,0.346277204668514,0.651372161657103,0.31433486982573
2018-05-18,Friday,0.672107022423444,0.902416926172928,1.03189583247443
2018-05-19,Saturday,-0.488116384169139,-0.897901922481232,0.808654644094835
2018-05-20,Sunday,-0.607850973657428,-0.688952124335249,0.154876878126018
2018-05-21,Monday,0.152800663919904,0.758580243801349,0.72892564824498
2018-05-22,Tuesday,0.580227125835572,0.527776681355369,0.904329439114662
2018-05-23,Wednesday,1.02917227263078,1.07283573562559,1.39864921338377
2018-05-24,Thursday,0.376872121853519,0.954529541239738,0.473792861525441
2018-05-25,Friday,0.330160823478852,0.468831334248463,0.760817246584922
2018-05-26,Saturday,-0.459715952139189,-1.32643177687212,-1.69483582559064
2018-05-27,Sunday,-1.51744233126968,-1.8245228105877,-2.42834258740931
2018-05-28,Monday,-1.0771525320334,-1.56040715396649,-1.8224022189504
2018-05-29,Tuesday,0.096721610722606,0.874224105183716,-0.387280293653001
2018-05-30,Wednesday,0.398615835346634,0.928887470747199,0.394063865675586
2018-05-31,Thursday,0.623206541374312,0.531663560849076,0.218660074805903
2018-06-01,Friday,0.468605195006022,0.714669861193338,0.059202083106192
2018-06-02,Saturday,-0.540645517398593,-0.66575933804772,-0.833762670412193
2018-06-03,Sunday,-0.908499597390906,-0.946297666196658,-0.817816871242222
2018-06-04,Monday,0.495078653803382,0.672915364335024,0.808654644094835
2018-06-05,Tuesday,1.11920519907234,0.905955068039719,0.697034049905037
2018-06-06,Wednesday,0.883802298366205,0.892238670010132,0.760817246584922
2018-06-07,Thursday,0.841480921167841,1.00226412997823,1.23919122168406
2018-06-08,Friday,1.0439064575152,0.802026853972359,0.441901263185499
2018-06-09,Saturday,-0.151265724994154,-0.584464102494206,-0.116201707763491
2018-06-10,Sunday,-0.60095506792546,-1.1091103298361,-0.993220662111904
2018-06-11,Monday,0.853346464176752,0.715176769119599,0.569467656545268
2018-06-12,Tuesday,1.40430191788936,0.993568871900439,0.521630259035355
2018-06-13,Wednesday,1.43663833381711,0.700574043776605,0.31433486982573
2018-06-14,Thursday,1.33813687405058,1.07229356494612,0.585413455715239
2018-06-15,Friday,0.219760237695543,0.744217471716198,0.952166836624576
2018-06-16,Saturday,-0.263105731955382,-0.698837786345162,-0.10025590859352
2018-06-17,Sunday,0.184913338439831,-1.26394900956978,-1.50348623555098
2018-06-18,Monday,1.25475164134442,0.669662981774976,-0.132147506933462
2018-06-19,Tuesday,1.81717027608775,0.899053269670574,-0.052418511083607
2018-06-20,Wednesday,1.69179970289257,0.939604714034597,0.250551673145845
2018-06-21,Thursday,1.11844112990005,0.922247648184854,0.298389070655759
2018-06-22,Friday,0.484868735456337,0.770814940390991,1.01595003330446
2018-06-23,Saturday,-0.747014995803556,-0.58230260993339,0.760817246584922
2018-06-24,Sunday,-0.717875893850367,-0.85719279764219,-0.738087875392366
2018-06-25,Monday,1.04428955270361,0.663787684754439,-0.578629883692655
2018-06-26,Tuesday,1.70245622486766,0.820026332237505,-0.339442896143087
2018-06-27,Wednesday,1.33363812272262,0.745437459778633,-0.116201707763491
2018-06-28,Thursday,0.828844192868954,0.599137952378787,0.075147882276163
2018-06-29,Friday,0.25947444610624,0.805746464567293,0.394063865675586
2018-06-30,Saturday,-0.560699053240105,-1.00188310712549,-0.227822301953289
